,L17,L146,L0137,L0138,L3270,L3393,L0286,L3417,L194,L0294,L0278,L0324,L3758,L0281,L4670,L0128,L0130,L0293,L96,L23,L4836,L0124,L0287,L93,L144,L3546,L3759
0,L17,L17+L146,L17+L146+L0137,L17+L146+L0137+L0138,L17+L146+L0137+L0138+L3270,L17+L146+L0137+L0138+L3270+L3393,L17+L146+L0137+L0138+L3270+L3393+L0286,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546+L3759
1,0.0,L17+L146,L17+L146+L0137,L17+L146+L0137+L0138,L17+L146+L0137+L0138+L3270,L17+L146+L0137+L0138+L3270+L3393,L17+L146+L0137+L0138+L3270+L3393+L0286,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546+L3759
2,0.0,L17+L146,L17+L146+L0137,L17+L146+L0137+L0138,L17+L146+L0137+L0138+L3270,L17+L146+L0137+L0138+L3270+L3393,L17+L146+L0137+L0138+L3270+L3393+L0286,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546+L3759
3,0.0,L17+L146,L17+L146+L0137,L17+L146+L0137+L0138,L17+L146+L0137+L0138+L3270,L17+L146+L0137+L0138+L3270+L3393,L17+L146+L0137+L0138+L3270+L3393+L0286,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546+L3759
4,0.0,0.0,L17+L146+L0137,L17+L146+L0137+L0138,L17+L146+L0137+L0138+L3270,L17+L146+L0137+L0138+L3270+L3393,L17+L146+L0137+L0138+L3270+L3393+L0286,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546+L3759
5,0.0,0.0,0.0,0.0,L17+L146+L0137+L0138+L3270,L17+L146+L0137+L0138+L3270+L3393,L17+L146+L0137+L0138+L3270+L3393+L0286,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546+L3759
6,0.0,0.0,L17+L146+L0137,L17+L146+L0137+L0138,L17+L146+L0137+L0138+L3270,L17+L146+L0137+L0138+L3270+L3393,L17+L146+L0137+L0138+L3270+L3393+L0286,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546+L3759
7,L17,L17+L146,L17+L146+L0137,L17+L146+L0137+L0138,L17+L146+L0137+L0138+L3270,L17+L146+L0137+L0138+L3270+L3393,L17+L146+L0137+L0138+L3270+L3393+L0286,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546+L3759
8,0.0,L17+L146,L17+L146+L0137,L17+L146+L0137+L0138,L17+L146+L0137+L0138+L3270,L17+L146+L0137+L0138+L3270+L3393,L17+L146+L0137+L0138+L3270+L3393+L0286,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546,L17+L146+L0137+L0138+L3270+L3393+L0286+L3417+L194+L0294+L0278+L0324+L3758+L0281+L4670+L0128+L0130+L0293+L96+L23+L4836+L0124+L0287+L93+L144+L3546+L3759
